ID,Player,Team,ESPN POS,ESPN MVPOS,YAHOO POS,YAHOO MVPOS,Rank,PA,AB,R,HR,RBI,SB,AVG,OBP,H,H+BB+HBP,IP,W,L,ERA,WHIP,K,SV,ER,H+BB,Blurb
4538,Jason Hammel,BAL,SP,SP,SP,SP,287,,,,,,,,,,,165,10,11,3.67,1.26,175,,67.427442,208.345284,"For full disclosure, I almost ranked Hammel about 35 spots higher.  I really like him.  Then I got to thinking, which is something I try to avoid, and I know that you can wait until the last round to draft Hammel, there's no reason to rank him higher.  Last year, he threw his fastball almost a mile per hour faster (93.6) and forced a ton more ground balls.  Assuming his knee is fine (he wasn't 100% confident in October), get him."
12917,Dylan Bundy,BAL,RP,RP,RP,RP,288,,,,,,,,,,,47,8,3,3.4,1.1,150,,17.595,51.2325,"I already went over my <a href=""http://razzball.com/dylan-bundy-2013-fantasy-outlook/"">Dylan Bundy 2013 fantasy</a>.  I wrote it while watching the Michael Jordan plays baseball 30 for 30.  What a waste of an hour that was.  Way to phone it in, Ron Shelton.  No one's green-lighting the sequel, White Men Still Can't Jump, with that kind of effort."
10197,Shelby Miller,STL,RP,RP,RP,RP,289,,,,,,,,,,,47,10,4,3.63,1.27,155,,18.78525,59.15025,"I already went over my <a href=""http://razzball.com/shelby-miller-2013-fantasy-outlook/"">Shelby Miller 2013 fantasy</a>.  I dictated it from what I heard after I put a seashell to my ear."
8782,Andrew Cashner,SD,RP,RP,RP,RP,290,,,,,,,,,,,109,6,7,3.35,1.24,100,,40.63470238,135.3681429,"He's already had his first setback of the season and the season is two months away.  He'll start the year on the DL and won't return until the end of April.  He probably won't start more than fifteen games all year, but I'll still grab him because of his upside.  I draft Cashner for the hell of it, just for the yell I get... Mmm mmm mmm, for the smell of it!"
6230,Kyle Kendrick,PHI,SP,SP,SP,SP,291,,,,,,,,,,,140,12,10,3.72,1.25,130,,57.753,174.65625,"This tier started in the top 80 starters for 2013 fantasy baseball.  This tier goes from here until Teheran.  I called this tier, ""Schoolboy Q and Kendrick Lamar.""  Kendrick's a tough guy (Kyle, not Lamar) to draft due to Charlie Manuel's use of him.  ""Kendrick, go get Pa some straw, I needs to be chewing before the rooster come-a-callin'!""  Five years ago the Phils pegged Kendrick to be a starter.  Five years later he's still bouncing between the bullpen and the rotation.  If I was 100% sure he'd be a starter all year, I would've ranked him about 30 spots higher.  I like Kendrick.  It's more about whether or not the Phillies like him."
13048,Hisashi Iwakuma,SEA,SP,SP,SP,SP,292,,,,,,,,,,,161,9,12,3.56,1.26,152,,63.74358,203.04837,"His 2012 numbers were: 3.16/1.28 and a 7.25 K-rate, which is nice.  Want it to be nicer?  Of course you do, you greedy SOB.  As a starter, his ERA was 2.65 and his WHIP was 1.23.  This year there shouldn't be any bouncing between bullpen and rotation.  Not if I can help it (I can't).  I could've also ranked Erasmo Ramirez here.  Their projections are similar.  If nothing else, both will make nice <a href=""http://razzball.com/fantasy-baseball-terms/#Marginer"">Marginers</a>.  Jason Vargas who?!  <em>He's an ex-Mariners pitcher who pitched well at home and not so great on the road.  He's now on the Angels.</em>  I know, Random Italicized Voice.  <em>I figured, since you were the one that told me about Vargas's trade.</em>  Okay, can I move on?  <em>Who's stopping you?</em> "
6867,Derek Norris,OAK,C,C,C,C,293,264,227.1784868,42,13,60,7,0.205,0.296,47,78,,,,,,,,,,"Loud Voice, ""He could hit 15 homers and steal 10 bases!""  Quiet Voice, ""And hit .190.""  "
9134,Tyler Flowers,CHA,C,C,C,C,294,261,225.3997572,40,14,52,3,0.200,0.303,45,79,,,,,,,,,,"Last year in 253 plate appearances, he had a 36.6 % strikeout rate.  If he qualified for the batting title, that would've been the worst strikeout rate of any hitter since 1900 when ""No-Eyes"" Buck Winston struckout 587 times in 588 at-bats.  Though, the record was removed from the books the next year when baseball required eyes.  Ironically, his one hit was a seeing-eye single up the middle."
TBD5,Jedd Gyorko,SD,,,,,295,134,120.6104485,60,18,70,4,0.265,,32,,,,,,,,,,,"If there's a Jedd in the Padres plans, then that will affect Forsythe and his projections.  Right now, it's not clear how their 2nd base slot will play out.  I went over my <a href=""http://razzball.com/jedd-gyorko-2013-fantasy-outlook/"">Jedd Gyorko fantasy</a>.  He does it like this, he does it like that, he does it like this with a baseball bat..."
7185,Logan Forsythe,SD,2B,2B,2B,2B,296,573,498.4445328,82,8,45,12,0.278,0.323,139,185,,,,,,,,,,"Logan's run could end, and Jedd Gyorko might get a chance (I get to him in a moment).  If Logan's run continues, they'll rename it Hunger Games and cast Josh Hutcherson.  2013 Projections:  82/8/45/.278/12 (NOTE: if Logan approaches anywhere near these projections, then Gyorko's not playing and vice versa for his projections below.)"
5310,Tyler Colvin,COL,"1B,OF","1B,OF",OF,OF,297,457,424.5384877,52,15,59,5,0.267,0.293,113,134,,,,,,,,,,"If there's one guy in these twenty outfielders that could break out in a big way, it's Colvin.  But if he does, it's going to have to come at the expense of someone else.  Preferably Helton finally hanging up his cleats, putting on some flip-flops and getting on the next season of Survivor.  Or an injury to Fowler, Cuddyer or CarGo.  Unless you own them, then it would be bittersweet.  More sweet than bitter.  More bitter than sweet.  Bitter then sweet.  Sweet then bitter.  As Big Head Todd Helton would sing."
2578,Peter Bourjos,LAA,OF,OF,OF,OF,298,411,373.1274122,55,11,61,20,0.249,0.304,93,125,,,,,,,,,,"All signs are pointing to Bourjos getting the everyday job.  All signs did not read the handwritten manifesto by the Sciosciapath titled, ""Where The Upside Things Are (On My Bench)."""
2714,Garrett Jones,PIT,"1B,OF","1B,OF",OF,OF,299,454,411.0921187,59,22,65,4,0.267,0.317,110,144,,,,,,,,,,"In a world where there is no platoon partner but one is needed...  But, wait, there's Gaby Sanchez!  In a world where there's a man named Gaby...  Okay, enough of that.  Jones hit .189 vs. lefties with 2 homers last year.  I'm all for starting him vs. righties, but you need to platoon him in and out of your fantasy lineup."
9205,Logan Morrison,MIA,"1B,OF","1B,OF",OF,OF,300,564,491.0394526,67,19,78,2,0.240,0.339,118,191,,,,,,,,,,"It was merely a year ago I was touting how Logan Morrison could break out... And let's never speak of that again.  Unless he does break out.  Then speak of it, please.  I think the most likely scenario is he tweets something idiotic with a hashtag, the lone remaining Marlin fan protests by turning his chair away from the field and Logan is traded.  All the while he is still dealing with knee pain.  Logan, not the Marlin fan."
2790,Carlos Marmol,CHN,RP,RP,RP,RP,301,,,,,,,,,,,59,2,4,3.98,1.43,84,17,25.8843541,83.70141639,0
8855,Ryan Cook,OAK,RP,RP,RP,RP,302,,,,,,,,,,,67,7,3,3.05,1.09,94,8,22.60952113,72.72111549,0
3096,Kenley Jansen,LAD,RP,RP,RP,RP,303,,,,,,,,,,,65,5,1,2.25,1.02,90,22,16.2,66.096,0
1437,Joaquin Benoit,DET,RP,RP,RP,RP,304,,,,,,,,,,,63,4,2,3.22,1.1,82,22,22.54882192,69.32712329,0
9926,Bobby Parnell,NYN,RP,RP,RP,RP,305,,,,,,,,,,,60,5,3,2.98,1.31,65,14,19.77431351,78.23461622,0
2063,Jose Veras,HOU,RP,RP,RP,RP,306,,,,,,,,,,,60,1,5,4.37,1.47,82,19,29.279,88.641,0
6435,Vance Worley,MIN,SP,SP,SP,SP,307,,,,,,,,,,,162,9,11,3.9,1.28,155,,70.22746957,207.4411409,"When he was traded, I wrote this, ""Will become the Twins number one starter, which can be illustrated by a sideways emoticon with a piece of hay hanging out the side of its mouth, saying things like, _Over yonder a piece.Ó  Maybe the Major League Baseball Association, as spam comments call it, can fold the Twins and Astros together and make an egg-white omelet.  Worley's not a bad gamble for the Twins (that wasn't sarcastic, though even in my head it sounded it).  He did end the season on the DL with elbow problems, getting shut down at the tail end of August.  August's Tail End, _Stop staring at me.Ó  Worley had some loose bodies removed from his ¥bow and should be ready for Spring Training.  That's really the only huge red flag.  In Hubert H. Homerfree Retrodome, he could easily be a 3.75-ish pitcher with an average-ish WHIP.  He did have an 8+ K-rate as recently as 2011 and he's only 25.  There's some possibility here for a slight break out, so get proactive.  (Pun point!)""  And that's me quoting me! "
7738,Wily Peralta,MIL,SP,SP,SP,SP,308,,,,,,,,,,,79,7,10,4.12,1.33,135,,36.153,105.03675,"I was watching The Biggest Loser the other night.  I know, how appropriate of me.  That's cute.  Thanks.  So, on the show, they had an NFL player.  I don't know who, but that got me thinking.  When I was a kid, baseball players were the go-to inspirational kid role models.  You'd see guys like Johnny Bench show up, smack some kid's ass in a non-sexual way and tell them they could be like him with hard work and a prematurely balding head.  I want baseball players to matter again.  This saddens me.  I blame Bud Selig.  Besides everything he's done to baseball, he's completely out of touch.  Plus, he wears a toupee.  All you need is a prematurely balding head, like Bench said!  Toupees are the antithesis to American flag, apple pie and baseball!  Why do I mention this right now?  Well, first, Sky from our <a href=""http://football.razzball.com/"">fantasy football blog</a>, already went over his Wily Peralta fantasy.  I agree with him.  Peralta is a solid option as a late round gamble for Ks, but he's not guaranteed a rotation spot and he's pretty wild like a YoGa-lite.  Which would be pilates.  Actually, YoGa-lite would be more like sitting in an uncomfortable position on subway train where the air-conditioning isn't working."
9132,Nathan Eovaldi,MIA,SP,SP,SP,SP,309,,,,,,,,,,,152,8,12,4.15,1.36,144,,69.96096409,206.3426989,"This tier is also filled with young pitchers on poor teams.  Eovaldi averages a 94 MPH fastball; can touch 98 MPH.  An average 94 MPH fastball would've been a top five average fastball velocity last year if he had enough innings to qualify.  You can teach control (hopefully; especially in Norris's case), you can teach conditioning and build up stamina, you can't teach stuff.  Now, a house is just a place to keep your stuff when you go out to get more stuff."
5221,Wade LeBlanc,MIA,SP,SP,SP,SP,310,,,,,,,,,,,140,9,13,4.04,1.33,100,,62.721,185.83425,"As I alluded to in the top 60 starters with Tillman and Cobb, LeBlanc is safer than Eovaldi, Eovaldi has more upside.  For kinda the same reasons.  LeBlanc averages an 87 MPH fastball.  The best we can hope for with LeBlanc is an Emmy nomination for his comic portrayal of himself that he claims is a not really how he acts but we all know it's exactly how he acts--  Wait, that's not the best that could happen to this LeBlanc.  Best we could hope for this LeBlanc is a Miley-type year.  "
12703,Trevor Bauer,CLE,SP,SP,SP,SP,311,,,,,,,,,,,140,6,7,3.85,1.38,168,,59.77125,192.8205,"When he went to the Indians, here's what I said, ""The Diamondbacks really did not want Bauer.  In general, they just love trading German last-named pitching prospects€ Scherzer, Bauer.  Double-A phenom, Dirk Nietzsche, better not unpack.  While the rest of the major leagues hoards young pitchers, prospect arms move through the D-Backs' system like they're bad Mexican food.  Wait, Arizona did have that whole _Let's build a fence around our stateÓ thing.  Nah, can't be related.  This trade does seem absolutely asinine from the outside looking in for Arizona.  We get it, you don't like that he throws the ball 300 feet in practice.  You couldn't just ask him to warm up differently.  I already went over my <a href=""http://razzball.com/trevor-bauer-2013-fantasy-outlook/"">Trevor Bauer 2013 fantasy</a>.  I'm not going to change my projections with the league switch.  My thought is he's still going to be raw, and, while Progressive is more neutral for pitchers, it won't matter.  He can pitch anywhere; his problem is he needs to control his stuff.""  And that's me quoting me! "
4138,Carlos Villanueva,CHN,SP,SP,SP,SP,312,,,,,,,,,,,79,8,10,4.1,1.32,162,,35.9775,104.247,"Doesn't he sound like a sheriff in a telenovela?  Sheriff Chuck Newtown, as the gringos would say, has never thrown more than 125 1/3 IP in a season and he's 29 years old, so upside here is tenuous at best and non-existent at worst.  He's always excelled better in relief (4.80 ERA vs. 3.76 ERA; starting vs. relieving), and has never possessed an overpowering fastball.  Due to a league change and the K-rate he put up last year (8.76), I'm willing to throw a flyer his way."
TBD2,Bruce Rondon,DET,RP,RP,RP,RP,313,,,,,,,,,,,62,2,2,4.17,1.37,32,7,28.5228,84.3372,0
TBD3,Kyuji Fujikawa,CHN,RP,RP,RP,RP,314,,,,,,,,,,,62,4,2,3.34,1.21,62,12,22.8456,74.4876,0
1933,Frank Francisco,NYN,RP,RP,RP,RP,315,,,,,,,,,,,57,2,5,4.59,1.33,40,15,28.98585,75.59055,0
5178,Ernesto Frieri,LAA,RP,RP,RP,RP,316,,,,,,,,,,,64,6,4,3.19,1.26,88,7,22.62519403,80.42937313,0
5905,Sean Marshall,CIN,RP,RP,RP,RP,317,,,,,,,,,,,54,6,2,2.78,1.15,70,9,16.72569863,62.27013699,0
7175,Jonny Venters,ATL,RP,RP,RP,RP,318,,,,,,,,,,,57,6,2,3.66,1.29,65,,23.23767273,73.71294545,0
1368,Andrew Bailey,BOS,RP,RP,RP,RP,319,,,,,,,,,,,51,5,4,4.22,1.25,40,5,24.14728421,64.37368421,0
9460,Dan Straily,OAK,SP,SP,SP,SP,321,,,,,,,,,,,161,7,9,4.12,1.29,135,,73.77066,207.882855,"When he was called up last year the heavens opened and said, ""Grey, this guy leads the minor leagues in Ks, grab him now!""  But it turned out he doesn't really have a 10+ K-rate type stuff, averaging a 91 MPH fastball.  He made this obvious when he had a 7+ K-rate in 39 1/3 IP last year in the majors.  The heavens didn't mention he lacked the stuff for Ks.  Heavens, ""Sorry.""  No worries.  ""Cool, thanks for being understanding.  There's still no place for you here.""  Yet? ""Um, yeah, that's what I meant."" "
10190,Tyler Skaggs,ARI,SP,SP,SP,SP,322,,,,,,,,,,,140,10,7,4.1,1.29,140,,63.6525,180.24525,"I already went over my <a href=""http://razzball.com/tyler-skaggs-2013-fantasy-outlook/"">Tyler Skaggs 2013 fantasy</a>.  I wrote it when I was on one."
TBD7,Wil Myers,TB,OF,OF,OF,OF,324,277,247.7836865,40,18,50,5,0.280,,69,,,,,,,,,,,"This is a new tier.  This tier goes from here until the top 100 outfielders for 2013 fantasy baseball.  I call this tier, ""Not if but when isn't just something I read in a fortune cookie, it's also a tier name.""  I already went over my <a href=""http://razzball.com/wil-myers-2013-fantasy-outlook/"">Wil Myers 2013 fantasy</a>, then I went over a different <a href=""http://razzball.com/royals-lose-farm-system-in-brutal-winter/"">Wil Myers 2013 fantasy</a> when he was traded.  There's interesting points made in both.  Don't worry, all points are rounded so you don't hurt yourself.  I got slightly daffy with myself when he was traded to the Rays, thinking he would start the year in the majors.  The Rays pretty much said I was drunk on stupidity and they'd let him start the year in the minors.  So the first Wil Myers 2013 fantasy is more applicable for projections, but less applicable for team specifics, and vice versa on the 2nd Wil Myers 2013 fantasy.  Confused yet?  Cool, me too.  I think Will'll be up at the beginning of June."
8623,Donovan Solano,MIA,2B,"2B,3B,OF",2B,2B,326,417,387.1601752,72,3,60,10,0.265,0.291,103,121,,,,,,,,,,"I'm kinda stuck here.  I don't want to continue to the next tier, but I also don't think I can say anything really that enticing for this tier that is supposed to be the upside tier.  Hey, Donovan has a starting job!  He doesn't have speed, power, on base skills or average.  He's young though... How does he have a starting job?  Oh, that's right.  The Marlins are trying to get the city to pay for a contract killer to kill Loria."
2498,Jemile Weeks,OAK,2B,2B,2B,2B,327,64,56.90518673,55,3,30,17,0.285,0.316,16,20,,,,,,,,,,"Weeks has good speed, but he doesn't really have crazy speed.  He definitely isn't a .221 hitter either as he was last year.  His Expected Average was actually .301.  He's better than his older brother in that department.  Unfortch, he doesn't even have a full-time starting job as of right now.  That's right, a guy without a starting job is ranked 26th!   Eff me."
1609,Omar Infante,DET,2B,2B,2B,2B,328,579,534.1803858,62,7,67,9,0.270,0.318,144,184,,,,,,,,,,"This tier goes from here until Murphy.  I call this tier, ""My hands are waving and I'm making the same face as Liotta when Pesci pretends he's going to strangle him after being called a clown.""  Last year at 30 years old, Infante had his best year for steals (17) and for games played (149).  Invariably, he has a good month or two, but, if you draft Infante, you may as well wave a white flag.  ""Yo, why's the flag gotta be white?!""  Well, Social Injustice Man, technically a white flag isn't a good thing.  ""Damn right it's a white flag!"""
2579,Carlos Ruiz,PHI,C,C,C,C,329,369,322.5113659,44,9,53,3,0.274,0.356,88,131,,,,,,,,,,"Suspended for the first twenty-five games of 2013 due to testing positive for ADD medicine, Adderall.  Ruiz said, _I'm truly sorry for what I've done_Hey, what's that?  A number two pencil?  I used to use those for standardized tests in Panama.  Like I was saying, this suspension is a disgrace to me, my family and  Are those shoes comfortable?  I get bunions.  One time, I got this bunion and I drew a face on it and called it, _Billy.Ó  Billy stayed with me for three years.  He'd keep me up at night, talking my ear off.  So annoying.  Like Gleek, the Wonder Twins monkey sidekick.  What were we talking about again?Ó  Hmm, maybe Ruiz needed that Adderall, after all."
11368,Yasmani Grandal,SD,C,C,C,C,330,286,252.4725289,32,10,48,,0.292,0.34,74,97,,,,,,,,,,"Suspended for the first 50 games of the season due to testing positive for testosterone.  Experts have said testosterone adds as much as eight to ten feet on long drives.  In related news, Padres announced they are moving in their fences eight to ten feet."
166,Brian Roberts,BAL,2B,2B,2B,2B,331,282,251.347786,42,3,22,7,0.259,0.319,65,90,,,,,,,,,,"Even if I assume 500 ABs for Roberts, I'm not sure he can crack 5 homers and 20 steals.  In November, he said, ""Health-wise, I'm probably ahead of where I'd normally be in the offseason for the first time in a long time."" He then went up an escalator that had no next floor and fell into a pit of alligators."
4316,Daniel Murphy,NYN,2B,"1B,2B",2B,2B,332,669,617.8188651,65,4,60,6,0.295,0.329,182,220,,,,,,,,,,"He makes Marco Scutaro look like an upside pick.  (He also has 1st base eligibility in some leagues.  If you're playing him at 1st base, wait until the end of the season to put money into your fantasy league's pot, then leave town and change your name.)"
4251,Stephen Drew,BOS,SS,SS,SS,SS,333,515,459.188221,42,15,55,2,0.262,0.32,120,165,,,,,,,,,,"When he signed with the Sawx, here's what I said, ""In 2009, Drew was coming off a season of 21 homers and a .291 average and looked primed for a breakout.  In 2010, he was coming off a disappointing season of 12 homers.  In 2011, he was coming off his 2nd consecutive season disappointing season.  In 2012, he was coming -- what his third straight terrible season?  I don't know; I lost track.  In 2013, where are we with Drew?  Fourth terrible season in a row?  Fifth?  I can't count any higher.  Can we just get the Sawx to start Ciriaco so we don't have to count so high?""  And that's me quoting me!"
4191,Yunel Escobar,TB,SS,SS,SS,SS,334,548,488.3078251,78,8,57,5,0.261,0.329,127,180,,,,,,,,,,"When he was traded to the Rays, I said, ""He's a 10-homer, very little speed MI.  Like RuPaul, Yunel's more known for his antics and <a href=""http://razzball.com/wp-content/uploads/2012/12/Yunel-Eye-Liner.jpg"">makeup choices</a>."" And that's me quoting me!"
2430,Darwin Barney,CHN,2B,2B,2B,2B,335,613,570.6869309,63,6,59,7,0.262,0.302,,185,,,,,,,,,,
3395,Cliff Pennington,ARI,"2B,SS","2B,SS",SS,SS,336,416,373.250723,55,7,48,19,0.250,0.311,93,129,,,,,,,,,,"If you draft him, there's nothing good from a fantasy perspective, but you can make a fiscal cliff joke."
7739,Travis d'Arnaud,NYN,C,C,C,C,337,120,108.0725386,40,16,56,3,0.283,,31,,,,,,,,,,,"I went over my <a href=""http://razzball.com/getting-dickey-is-all-in-the-extension/"">Travis d'Arnaud 2013 fantasy</a>.  I wrote it while wondering why Homeland was so terrible this past season."
4623,Josh Vitters,CHN,3B,3B,3B,3B,338,259,242.8027105,38,12,47,3,0.249,0.279,60,72,,,,,,,,,,"When he was called up last year, I said, ""He comes with high expectations simply because Cubs fans are like a 104-year-old virgin who would just love to touch the playoffs' boobies.  He has solid power and this year he's finally taking a free pass in the minors (not dramatically, but he's been better ‹ 30 BBs in 439 PAs).  The Cubs have no reason not to let him play 3rd for the final two months and have said that.""  And that's me quoting me!  Oh, and the Cubs did play him, and he looked like hot poop left on your dashboard in the sun overnight.  (The car is in Alaska where there's sun at night in the summer, and it's a common custom to leave poop on your car dashboard in Alaska.  Google it if you don't believe me, but you would hurt my feelings by Googling that, so just trust me.)_"
10185,Jacob Turner,MIA,SP,SP,SP,SP,339,,,,,,,,,,,140,7,8,4.22,1.27,110,,65.5155,177.45075,"Our prospect writer, Scott, wrote about Turner, ""His stuff isn't as overwhelming, but he mixes four pitches well and displays advanced command.  If, for instance, Grey was in a dunk tank, Turner could hit the bull's eye and Grey would emerge from the water with a wet t-shirt and rock hard nipples.""  Wow, I didn't remember that last part at all.  As with most guys that possess control but not elite stuff, Turner's upside is limited.  "
6797,Julio Teheran,ATL,SP,SP,SP,SP,340,,,,,,,,,,,47,7,9,4.45,1.4,110,,23.02875,65.205,"With most young pitchers, Teheran falls into this category hence the reason I'm saying this now, they can show no signs of translating their minor league success into major league success.  Then, out of nowhere, everything clicks.  Sometimes this takes a few years; other times it's overnight.  Last year, he was a mess, and at 22 years old those struggles could disappear and he could be a number three starter.  More than likely, he's going to be a messy project like Hamsterdam. "
1984,Cory Luebke,SD,SP,SP,SP,SP,341,,,,,,,,,,,71,6,3,3.6,1.19,80,,28.42563429,84.566262,
8851,Brandon Beachy,ATL,SP,SP,SP,SP,342,,,,,,,,,,,71,8,4,3.47,1.23,84,,27.39915305,87.40882543,"In June of last year, Dr. James Andrews bought a condo in Miami.  He said to the realtor, ""That's my Beachy money!""  Beachy will also return around midseason.  I'm guessing I'm gonna have a lot of (fill-in player's name) returns this week; grab him Buy/Sell's.  Bee tee dubya, some of the projections aren't bad in this tier, but there is a lot of risk with these guys.  A pitcher has a setback with his arm and he misses the season.  Or it takes him longer than anticipated to get a feel for his pitches, and we don't see him until August or September."
1259,Colby Lewis,TEX,SP,SP,SP,SP,343,,,,,,,,,,,59,7,5,3.75,1.21,87,,24.523125,71.215155,Had elbow surgery in July and hopes to return about a year later.  Colby's a Survivor! 
5372,Michael Pineda,NYA,SP,SP,SP,SP,344,,,,,,,,,,,140,5,3,4.3,1.25,96,,66.7575,174.65625," He's due back late-June, as well.  It's anyone's guess how he'll do.  My guess is not great.  I mean, my guess is Pineda won't be great, not that I'm a poor guesser. "
7146,Daniel Hudson,ARI,SP,SP,SP,SP,345,,,,,,,,,,,61,2,1,4.05,1.32,27,,27.59236071,80.93759143,"Had TJ surgery in July, but Hudson is saying he'll only need 12 months of recovery time from his Tommy John surgery.  Who am I to doubt him?  Actually, I do doubt him.  I'd put his return date around mid-August, and wouldn't be surprised if he only throws 20 innings this year. "
2586,Wandy Rodriguez,PIT,SP,SP,SP,SP,346,,,,,,,,,,,173,11,13,3.98,1.3,132,,76.69083709,225.4479382,"This is a new tier.  This tier goes from here until the end of the list.  I call this tier, ""Doode, just draft a middle reliever.""  The Worldwide Leader in Things That Were Interesting Six Months After They Talk About Them puts Wandy down as the point where starters go from good to not good.  The Wandemarcation line, to make their shizz more clever.   The Equatoriguez.  The Berlin Wandy.  If Wandy's your cutoff for good and not good, you're in a Throwback to 2011 league."
4141,Derek Holland,TEX,SP,SP,SP,SP,347,,,,,,,,,,,180,13,11,4.1,1.27,150,,81.85322,228.190806,"I could've also named this tier, ""I could see ESPN ranking these guys much higher.""  There's nothing inherently wrong with these guys (other than their collective ERA is over 4.)  There's also not a whole lot right with them, either.  One of these guys who we know exactly what to expect from will yell, ""Liar!"" and prove us all wrong, then for the next three months you will wait for his ERA to catch up to his xFIP and for the other shoe to drop."
13071,Wei-Yin Chen,BAL,SP,SP,SP,SP,348,,,,,,,,,,,168,10,12,4.17,1.29,148,,77.99343863,217.1471996,"Now, none of this is to say I won't pick up one of the guys in this tier if they do well out of the gate.  I'm just not wasting a draft pick on any of them.  Here's a scenario.  You draft Chen instead of Bundy because you know the O's won't put Bundy in the starting rotation to start the year and you don't want to clog up a spot.  Well, the O's surprise the world and insert Bundy into the rotation.  Try prying Bundy from his owner's hands by trading him Wei-Yin.  How about No-Wei-Jose? "
2038,Justin Masterson,CLE,SP,SP,SP,SP,349,,,,,,,,,,,188,9,10,3.9,1.36,162,,81.44756788,255.6200592,He was an extreme homeschooler last year with a 3.62 ERA in Progressive vs. 6.40 ERA elsewhere.  Sounds like someone needs pack his lunches at home for when he goes on road trips.
8044,Jason Vargas,LAA,SP,SP,SP,SP,350,,,,,,,,,,,204,13,9,4.22,1.3,129,,95.6473128,265.183308,"Here's what I said this offseason about Vargas, ""Traded to the Angels.  What's the thanks the Mariners get for raising Jason Vargas?  Some indie film cred from the Hispanic community.  It's not enough.  They put him on the map.  Now, he's got big city pressure (not really; it's Anaheim, people) and he's no longer in the pitcher friendly confines of Safeco.  His numbers at the Big A over his career aren't bad (2.27 ERA, 1.09 WHIP, 6.8 K/9), but last year his total away numbers were 4.78 ERA, 1.31 WHIP and a 5.5 K/9.  I tend to believe the latter numbers more, if by latter I mean last year's away ERA, et al (not the Israeli airline).  He'll mean more to the Angels, than he will for fantasy, except in favorable matchups.""  And that's me quoting me! "
TBD6,Oscar Taveras,STL,OF,OF,OF,OF,351,75,67.33940937,35,7,25,9,0.275,,19,,,,,,,,,,,"I already went over my <a href=""http://razzball.com/oscar-taveras-2013-fantasy-outlook/"">Oscar Taveras 2013 fantasy</a>.  I wrote it in honor of the original Oscar.  RIP Schindler."
8090,Matt Carpenter,STL,"1B,3B,OF","1B,3B,OF",3B,3B,352,130,112.3187748,54,8,59,2,0.282,0.342,32,44,,,,,,,,,,"Unlike the first three names in this tier, it's not about waiting for him to get called up, but waiting for him to get a starting job.  Somewhere, Allen Craig gasped and pulled his oblique."
7250,Collin Cowgill,NYN,OF,OF,OF,OF,353,274,247.739602,41,4,43,17,0.240,0.304,59,83,,,,,,,,,,"Here's what I said about Cowgill when he was sent to the Mets, ""Cowgill may sound like a Texas radio personality, but he's a guy that's languished in the minors for longer than he's needed to.  He's ready for the majors, and there's a chance the Mets play him.  In the minors, he showed some pop and nice speed.  Think 7 homers and 25 steals with an everyday job.  He's also shown the ability to take a walk in the minors, but so far in the majors (196 ABs) he's looked overmatched with ballooning Ks.  Definitely a solid flyer for NL-Only leagues and I wouldn't be surprised if he earns a spot in an early season Buy column.  You'll hear about him much more if secures a job in Queens.""  And that's me quoting me!"
6035,David Murphy,TEX,OF,OF,OF,OF,354,459,409.5528717,63,16,72,10,0.278,0.353,114,162,,,,,,,,,,"This is a new tier.  This tier goes from here until Francoeur.  I call this tier, ""They have an everyday job.  Yay.""  This tier could also have been called, you're gonna drop them by the first week of the season or want to.  There's talk that Murphy will take over the three spot in the Rangers lineup.  That talk is bizzonkers with a side of crazy.  I like Murphy as a fifth outfielder, in theory.  But if he had more power or speed he would've ended up in that tier with Maybin.  In reality, Murphy's the first guy you drop when someone is hitting on waivers.  His projections of 16 homers, 10 steals aren't bad until you get 2-3 homers a month and 1-2 steals."
7620,Justin Ruggiano,MIA,OF,OF,OF,OF,355,285,257.2351009,72,12,32,15,0.258,0.316,66,90,,,,,,,,,,"In this tier, Parmelee, Ruggiano and Mastroianni.  Sounds like a bunch second rate crime families.  But really, they're just second rate outfielders.  This tier could've also been called mostly outfielders on awful teams in pretty terrible hitters' parks.  Ruggiano had a year to remember last year, if you're directly related to Ruggiano.  Otherwise, no one's going to remember it, really.  He'll be 31 years old this year and he is a journeyman who shouldn't have a starting job on a major league team.  And he doesn't.  He's starting for the Marlins."
7316,Darin Mastroianni,MIN,OF,OF,OF,OF,356,498,446.7930113,81,3,37,32,0.242,0.303,108,151,,,,,,,,,,"When Revere went to the Phils, here's what I said, ""Will become the new Twins center fielder.  How does one get the name Darin with that last name?  Is Darin short for Daringiuseppe?  He stole 45 bases one year in the minor leagues, but keep in mind that prior to now he was having a hard time getting everyday at-bats on the Twins.  If that doesn't tell you all you need to know, you need to know too much.  Nosy!  Mastroianni will steal 40 bases, and even hit three times as many homers as Revere (i.e., three homers), but he might not hit .250.  He strikes out a lot for a lead off man.  Daringiuseppe, 'Your momma strikes out a lot!  Hey-oh!'Ó  And that's me quoting me!"
